GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000117640	1	26145131	26159432	42	6	616245	0.036429	0.48547	MTFR1L
ENSG00000223474	1	26145212	26147288	8	3	617325	0.2788	0.3902	AL020996.1
ENSG00000127423	1	26158414	26185903	76	6	619384	-0.023509	0.50938	AUNIP
ENSG00000182749	1	26187701	26197744	16	8	599568	1.2997	0.09686	PAQR7
ENSG00000117632	1	26210672	26233482	41	11	613372	0.70406	0.2407	STMN1
ENSG00000158006	1	26286258	26324648	119	15	613458	2.0053	0.022465	PAFAH2
ENSG00000158008	1	26346375	26362955	47	19	599166	1.9448	0.025897	EXTL1
ENSG00000158014	1	26363743	26372624	26	8	606464	1.477	0.069836	SLC30A2
ENSG00000158022	1	26377795	26394927	63	14	605413	1.2066	0.1138	TRIM63
ENSG00000175087	1	26437664	26452034	43	6	614909	0.42738	0.33455	PDIK1L
ENSG00000197245	1	26485511	26489119	16	9	611329	-0.61979	0.7323	FAM110D
ENSG00000142684	1	26496362	26498551	10	3	632802	-0.84257	0.80026	ZNF593
ENSG00000142675	1	26503894	26516377	39	15	609900	0.75363	0.22554	CNKSR1
ENSG00000188782	1	26517052	26529459	74	15	620467	-0.62865	0.73521	CATSPER4
ENSG00000130695	1	26560691	26605299	173	20	621130	-1.5848	0.94349	CEP85
ENSG00000142669	1	26605667	26608007	8	4	616417	-1.2393	0.89238	SH3BGRL3
ENSG00000158062	1	26607819	26644854	168	20	618474	-1.3705	0.91474	UBXN11
ENSG00000169442	1	26644448	26647014	16	6	604793	-1.0565	0.85462	CD52
ENSG00000176092	1	26648350	26680621	123	24	616752	-1.2955	0.90243	AIM1L
ENSG00000176083	1	26688125	26701013	67	16	605390	-1.3334	0.90879	ZNF683
ENSG00000131914	1	26737269	26756213	56	22	615229	-1.3253	0.90746	LIN28A
ENSG00000117682	1	26758773	26797785	103	36	606795	-0.65888	0.74501	DHDDS
ENSG00000198830	1	26798941	26802463	8	5	593509	0.35079	0.36287	HMGN2
ENSG00000117676	1	26856252	26901521	145	29	614868	-0.83873	0.79919	RPS6KA1
ENSG00000117713	1	27022524	27108595	194	25	604107	0.68245	0.24748	ARID1A
ENSG00000060642	1	27113963	27124889	22	9	615044	0.10498	0.4582	PIGV
ENSG00000204160	1	27153201	27184093	84	23	600779	0.091169	0.46368	ZDHHC18
ENSG00000175793	1	27189633	27190947	1	1	632802	0.81338	0.208	SFN
ENSG00000142751	1	27202624	27216788	32	11	604890	-0.19475	0.5772	GPN2
ENSG00000198746	1	27216979	27226957	18	9	607905	1.7725	0.038153	GPATCH3
ENSG00000090273	1	27226729	27273353	114	28	605774	0.47717	0.31662	NUDC
ENSG00000131910	1	27237980	27240457	9	5	604481	-0.50672	0.69383	NR0B2
ENSG00000175707	1	27276053	27286897	17	6	614311	1.06	0.14457	C1orf172
ENSG00000253368	1	27320198	27327389	15	9	586393	0.5138	0.30369	TRNP1
ENSG00000158246	1	27331511	27339327	18	8	600513	-0.071427	0.52847	FAM46B
ENSG00000090020	1	27425306	27493472	143	30	602553	0.059381	0.47632	SLC9A1
ENSG00000142784	1	27561007	27635110	163	35	602688	3.4814	0.00024942	WDTC1
ENSG00000186501	1	27648651	27662891	56	21	604606	1.883	0.029852	TMEM222
ENSG00000142765	1	27668513	27680421	36	13	620097	2.2823	0.011236	SYTL1
ENSG00000142733	1	27681675	27693383	38	14	614311	1.3217	0.09314	MAP3K6
ENSG00000142748	1	27695603	27701315	23	16	579764	1.9482	0.025697	FCN3
ENSG00000174950	1	27705666	27709870	8	4	584850	1.8139	0.03485	CD164L2
ENSG00000181773	1	27719148	27722318	7	5	578365	0.30607	0.37978	GPR3
ENSG00000158195	1	27730730	27816669	233	32	601689	1.6054	0.054201	WASF2
ENSG00000126705	1	27860546	27930942	142	40	597433	0.44124	0.32952	AHDC1
ENSG00000000938	1	27938575	27961788	62	16	608997	-1.6229	0.94769	FGR
ENSG00000126709	1	27992572	27998729	17	6	618236	-0.058529	0.52334	IFI6
ENSG00000009780	1	28052490	28089633	107	12	610967	1.41	0.079263	FAM76A
ENSG00000117758	1	28099694	28150963	105	21	598078	2.3262	0.010004	STX12
ENSG00000117751	1	28157289	28178187	53	19	588384	2.8923	0.0019119	PPP1R8
ENSG00000130775	1	28199055	28213196	59	14	623277	-0.23484	0.59284	THEMIS2
ENSG00000117748	1	28218035	28241257	82	14	615958	-0.19383	0.57685	RPA2
ENSG00000130768	1	28261504	28285668	106	24	612354	-1.5984	0.94502	SMPDL3B
ENSG00000158156	1	28285973	28294607	35	16	606722	0.026973	0.48924	XKR8
ENSG00000158161	1	28296855	28415207	445	42	589277	-0.68034	0.75186	EYA3
ENSG00000169403	1	28473677	28520447	112	43	591498	0.62179	0.26704	PTAFR
ENSG00000126698	1	28525967	28559536	129	23	610436	0.36686	0.35686	DNAJC8
ENSG00000215902	1	28527013	28527152	1	1	508989	0.59178	0.277	AL353354.1
ENSG00000269804	1	28527070	28527419	1	1	508989	0.59178	0.277	AL353354.2
ENSG00000130770	1	28562620	28573417	43	6	622612	0.24997	0.4013	ATPIF1
ENSG00000130766	1	28586038	28609002	86	27	601334	1.4266	0.07685	SESN2
ENSG00000130772	1	28655513	28662476	14	9	608948	1.2006	0.11496	MED18
ENSG00000204138	1	28696114	28826881	482	25	617125	2.8819	0.0019762	PHACTR4
ENSG00000180198	1	28832455	28865812	108	24	605154	2.8465	0.0022104	RCC1
ENSG00000180098	1	28879597	28905051	64	17	611849	3.5647	0.00018211	TRNAU1AP
ENSG00000120656	1	28915835	28969597	121	34	605380	3.4137	0.00032044	TAF12
ENSG00000188060	1	28918712	28921955	11	7	608508	1.7301	0.041811	RAB42
ENSG00000162419	1	28995244	29045865	123	25	607886	2.8675	0.0020685	GMEB1
ENSG00000198492	1	29063133	29096287	91	24	600038	2.9735	0.0014724	YTHDF2
ENSG00000116329	1	29138654	29190208	212	36	611337	2.9267	0.0017131	OPRD1
ENSG00000159023	1	29213603	29446553	680	56	603874	-0.58746	0.72155	EPB41
ENSG00000253304	1	29445940	29450447	17	8	613884	-0.48406	0.68583	TMEM200B
ENSG00000116350	1	29474255	29508499	97	29	608000	-1.1738	0.87975	SRSF4
ENSG00000116353	1	29519385	29557454	135	30	609262	-0.60065	0.72596	MECR
ENSG00000060656	1	29563028	29653325	314	50	612805	-1.244	0.89324	PTPRU
ENSG00000162510	1	31184124	31196434	40	7	616835	1.0131	0.15551	MATN1
ENSG00000162511	1	31205316	31230667	117	49	601963	0.85137	0.19728	LAPTM5
ENSG00000162512	1	31342314	31381608	140	53	609557	0.13243	0.44732	SDC3
ENSG00000134644	1	31404353	31538838	467	44	605495	-0.65904	0.74507	PUM1
ENSG00000084628	1	31652592	31712401	295	26	615387	1.4175	0.078172	NKAIN1
ENSG00000060688	1	31732417	31769662	142	18	607645	2.3896	0.0084334	SNRNP40
ENSG00000121766	1	31769842	31837783	231	25	610503	2.3936	0.0083411	ZCCHC17
ENSG00000121769	1	31838472	31849697	36	19	592572	1.1153	0.13236	FABP3
ENSG00000168528	1	31882412	31907525	103	18	612763	2.6164	0.0044434	SERINC2
ENSG00000268950	1	31902192	31902614	4	2	599444	1.5974	0.055084	AC114494.1
ENSG00000142910	1	32042116	32053288	22	15	598160	-0.72345	0.7653	TINAGL1
ENSG00000121764	1	32083287	32098119	45	9	609714	0.48015	0.31556	HCRTR1
ENSG00000162517	1	32095463	32110497	32	8	613726	0.074276	0.4704	PEF1
ENSG00000084636	1	32117848	32169920	165	44	608326	2.0425	0.020553	COL16A1
ENSG00000121753	1	32192718	32230494	110	23	587887	2.7257	0.0032081	BAI2
ENSG00000134668	1	32256023	32281652	88	23	617423	0.93919	0.17382	SPOCD1
ENSG00000184007	1	32372022	32410457	90	30	599181	-0.17056	0.56771	PTP4A2
ENSG00000212673	1	32379174	32380745	2	1	570896	0.88462	0.18818	AL136115.1
ENSG00000121774	1	32479430	32526451	80	52	594152	0.63838	0.26161	KHDRBS1
ENSG00000121775	1	32537632	32568467	65	17	604251	0.12912	0.44863	TMEM39B
ENSG00000025800	1	32573639	32642169	138	32	599994	0.80793	0.20957	KPNA6
ENSG00000084652	1	32645287	32663886	42	17	609873	-0.28218	0.6111	TXLNA
ENSG00000160050	1	32665987	32670988	7	5	587896	0.57956	0.28111	CCDC28B
ENSG00000160051	1	32671236	32674288	9	4	580788	0.35431	0.36155	IQCC
ENSG00000222046	1	32674695	32681797	27	17	596510	1.5538	0.060122	DCDC2B
ENSG00000160055	1	32680073	32687972	19	9	619243	-0.21674	0.5858	TMEM234
ENSG00000084623	1	32687529	32697205	22	7	597706	-0.80668	0.79007	EIF3I
ENSG00000183615	1	32712834	32714457	3	2	632802	-1.6249	0.94791	FAM167B
ENSG00000182866	1	32716840	32751766	74	42	609778	0.45501	0.32455	LCK
ENSG00000116478	1	32757687	32799236	72	36	583151	0.23962	0.40531	HDAC1
ENSG00000175130	1	32799433	32801980	2	1	632802	-0.71702	0.76332	MARCKSL1
ENSG00000162526	1	32817122	32829913	10	7	600641	1.6339	0.051141	TSSK3
ENSG00000225828	1	32826871	32829879	3	2	611348	0.96434	0.16744	FAM229A
ENSG00000160058	1	32830704	32860332	47	32	598160	1.4033	0.080261	BSDC1
ENSG00000254553	1	32930658	33066393	399	28	607729	-0.1325	0.55271	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	61	25	592053	0.26054	0.39722	ZBTB8B
ENSG00000160062	1	33005028	33071540	222	20	611377	0.16539	0.43432	ZBTB8A
ENSG00000176261	1	33065773	33116504	186	20	600644	0.9725	0.1654	ZBTB8OS
ENSG00000162521	1	33116743	33151812	116	12	606053	0.9721	0.1655	RBBP4
ENSG00000162520	1	33145507	33169197	78	11	607412	0.97813	0.16401	SYNC
ENSG00000162522	1	33207486	33240571	81	29	608825	3.5924	0.0001638	KIAA1522
ENSG00000134684	1	33240840	33283754	111	24	605535	2.6381	0.0041685	YARS
ENSG00000116497	1	33282368	33324476	122	35	602852	2.6563	0.0039499	S100PBP
ENSG00000160097	1	33327869	33338083	18	8	604754	2.1003	0.01785	FNDC5
ENSG00000121905	1	33351595	33364042	29	12	604371	1.5853	0.056452	HPCA
ENSG00000121900	1	33360195	33367039	15	6	616294	0.46198	0.32205	TMEM54
ENSG00000116514	1	33402046	33430286	85	19	614748	2.6023	0.0046294	RNF19B
ENSG00000004455	1	33473585	33546597	194	30	610575	-0.022833	0.50911	AK2
ENSG00000142920	1	33546705	33586131	96	30	613910	1.3402	0.090098	ADC
ENSG00000116525	1	33611003	33647660	122	18	603603	0.35252	0.36222	TRIM62
ENSG00000160094	1	33722146	33766320	108	26	607185	1.665	0.047953	ZNF362
ENSG00000184389	1	33772367	33786699	45	16	612356	5.6097	1.0137e-08	A3GALT2
ENSG00000134686	1	33789224	33896653	407	40	612821	5.0664	2.0273e-07	PHC2
ENSG00000121903	1	33938246	33962107	80	17	618890	-1.4023	0.91959	ZSCAN20
ENSG00000121904	1	33979609	34631443	2602	275	607849	2.4195	0.0077717	CSMD2
ENSG00000176256	1	34326076	34330392	16	10	605417	0.62523	0.26591	HMGB4
ENSG00000142698	1	34632484	34684732	280	40	610549	-0.011305	0.50451	C1orf94
ENSG00000163866	1	35178338	35325417	720	107	614080	1.3254	0.092518	SMIM12
ENSG00000189280	1	35220648	35224113	16	9	601849	-0.073091	0.52913	GJB5
ENSG00000189433	1	35225342	35229325	26	16	614826	0.12072	0.45196	GJB4
ENSG00000188910	1	35246790	35251970	16	6	629233	2.0295	0.021203	GJB3
ENSG00000187513	1	35258599	35261348	15	5	616294	0.75414	0.22538	GJA4
ENSG00000116544	1	35331037	35395186	164	63	606728	1.3684	0.085601	DLGAP3
ENSG00000271741	1	35447134	35497342	124	16	595195	-0.17496	0.56944	RP11-244H3.4
ENSG00000243749	1	35447136	35450954	10	3	601368	-0.20927	0.58288	ZMYM6NB
ENSG00000163867	1	35449523	35497569	117	16	595631	-0.15386	0.56114	ZMYM6
ENSG00000197056	1	35525387	35581460	163	35	583125	0.48698	0.31313	ZMYM1
ENSG00000116560	1	35641979	35658749	64	13	603100	-0.51319	0.69609	SFPQ
ENSG00000146463	1	35734568	35887659	404	43	609739	-1.1869	0.88236	ZMYM4
ENSG00000142687	1	35899091	36023551	317	46	608713	-0.73769	0.76965	KIAA0319L
ENSG00000020129	1	36023074	36032875	25	9	619844	-1.3519	0.91179	NCDN
ENSG00000116819	1	36038971	36060929	70	21	581704	-0.5753	0.71746	TFAP2E
ENSG00000126067	1	36067185	36107445	105	26	571170	-0.028187	0.51124	PSMB2
ENSG00000142686	1	36179476	36185073	11	6	620672	-0.080287	0.532	C1orf216
ENSG00000092853	1	36185819	36235568	88	21	608228	-0.033717	0.51345	CLSPN
ENSG00000134698	1	36273773	36323491	105	32	607754	0.21207	0.41603	AGO4
ENSG00000092847	1	36335409	36395211	151	45	598624	2.2421	0.012476	AGO1
ENSG00000126070	1	36396319	36538101	285	45	600348	1.9646	0.024732	AGO3
ENSG00000092850	1	36549676	36553876	10	4	613749	0.21617	0.41443	TEKT2
ENSG00000116863	1	36554476	36559533	14	8	608261	-1.348	0.91117	ADPRHL2
ENSG00000171812	1	36560837	36590821	105	25	615864	-0.88877	0.81294	COL8A2
ENSG00000054116	1	36602173	36615098	44	11	617849	-0.55488	0.71051	TRAPPC3
ENSG00000116871	1	36621180	36646450	65	18	610725	0.0955	0.46196	MAP7D1
ENSG00000054118	1	36690017	36770958	168	30	604010	-1.0298	0.84846	THRAP3
ENSG00000214193	1	36771988	36790484	53	26	583023	-0.086989	0.53466	SH3D21
ENSG00000142694	1	36787632	36789755	7	4	587896	-0.038789	0.51547	EVA1B
ENSG00000116883	1	36789335	36794822	23	10	621720	-1.2701	0.89798	RP11-268J15.5
ENSG00000196182	1	36805225	36851497	126	35	596088	-0.21912	0.58672	STK40
ENSG00000181817	1	36856839	36863493	45	9	615077	0.0051126	0.49796	LSM10
ENSG00000116885	1	36881428	36916086	183	15	616925	1.5694	0.058274	OSCP1
ENSG00000116898	1	36921319	36930038	51	11	613003	1.5631	0.059015	MRPS15
ENSG00000119535	1	36931644	36948879	66	24	611989	1.1602	0.12299	CSF3R
ENSG00000163873	1	37261128	37499730	778	106	604422	0.10072	0.45989	GRIK3
ENSG00000163874	1	37940153	37949980	28	16	592943	0.85827	0.19537	ZC3H12A
ENSG00000163875	1	37958176	37980375	93	21	618358	1.4829	0.069052	MEAF6
ENSG00000163877	1	38000050	38019903	63	18	619525	0.68218	0.24756	SNIP1
ENSG00000163879	1	38022520	38032458	45	16	613948	0.64936	0.25805	DNALI1
ENSG00000134697	1	38032417	38061536	93	23	614045	1.0764	0.14087	GNL2
ENSG00000169218	1	38076951	38100595	93	23	619685	1.4205	0.07773	RSPO1
ENSG00000116922	1	38147242	38157914	45	8	618295	0.4785	0.31615	C1orf109
ENSG00000134690	1	38158090	38175391	67	17	611330	0.77495	0.21918	CDCA8
ENSG00000183317	1	38179552	38230805	243	35	618000	0.093834	0.46262	EPHA10
ENSG00000185090	1	38259474	38266809	13	8	596821	-0.00099231	0.5004	MANEAL
ENSG00000196449	1	38268616	38273857	14	5	627491	0.46516	0.32091	YRDC
ENSG00000197982	1	38272651	38275126	3	2	591531	-0.514	0.69637	C1orf122
ENSG00000188786	1	38275239	38325292	126	35	608279	0.096885	0.46141	MTF1
ENSG00000230610	1	38292232	38293886	3	2	610563	-0.7381	0.76977	AL929472.1
ENSG00000204084	1	38326369	38412729	278	35	613490	0.0014805	0.49941	INPP5B
ENSG00000183431	1	38422647	38456593	129	23	615214	-0.2916	0.6147	SF3A3
ENSG00000183386	1	38462442	38471278	29	19	611455	-0.70785	0.76048	FHL3
ENSG00000183520	1	38474930	38490496	47	24	610492	-0.11225	0.54469	UTP11L
ENSG00000185668	1	38509523	38512450	4	2	601849	-0.93255	0.82447	POU3F1
ENSG00000116954	1	39303870	39325495	71	22	610146	-1.1156	0.86771	RRAGC
ENSG00000214114	1	39328636	39347289	70	20	604768	-1.1856	0.88211	MYCBP
ENSG00000131233	1	39330175	39347289	64	18	608836	-1.0553	0.85437	GJA9
ENSG00000158315	1	39351479	39407471	246	47	612457	-1.6932	0.95479	RHBDL2
ENSG00000174574	1	39456895	39471731	67	13	606931	-1.1221	0.86908	AKIRIN1
ENSG00000168653	1	39491990	39500308	36	8	606874	-1.5272	0.93665	NDUFS5
ENSG00000127603	1	39546988	39952849	1231	58	603704	0.87665	0.19034	MACF1
ENSG00000255103	1	39876151	39882154	15	8	603592	0.4262	0.33498	KIAA0754
ENSG00000183682	1	39957318	39991607	103	30	608307	2.0184	0.021775	BMP8A
ENSG00000090621	1	40026488	40042462	55	21	606531	2.3116	0.010401	PABPC4
ENSG00000163909	1	40089825	40105617	57	27	608716	1.5729	0.057869	HEYL
ENSG00000116981	1	40124793	40137710	24	11	606402	2.9659	0.0015089	NT5C1A
ENSG00000116983	1	40144320	40157361	82	17	622929	1.3954	0.081451	HPCAL4
ENSG00000084072	1	40157854	40229586	274	54	609819	1.6559	0.048873	PPIE
ENSG00000116985	1	40222854	40254533	111	23	623370	0.17036	0.43236	BMP8B
ENSG00000043514	1	40306723	40349183	165	26	617084	0.46923	0.31945	TRIT1
ENSG00000116990	1	40361098	40367928	17	10	624931	-0.33432	0.63093	MYCL
ENSG00000168389	1	40420802	40435638	35	20	596109	0.099051	0.46055	MFSD2A
ENSG00000131236	1	40505905	40538321	152	18	613990	0.80991	0.209	CAP1
ENSG00000131238	1	40538379	40563375	112	17	617672	0.79573	0.2131	PPT1
ENSG00000117000	1	40627045	40706593	160	42	603972	-0.013951	0.50557	RLF
ENSG00000188800	1	40711619	40717363	13	9	613014	-1.0897	0.86207	TMCO2
ENSG00000084073	1	40723779	40759856	73	28	597580	-0.6384	0.73839	ZMPSTE24
ENSG00000049089	1	40766159	40783488	92	21	615413	-0.55597	0.71088	COL9A2
ENSG00000084070	1	40810522	40888998	245	53	615408	-0.084572	0.5337	SMAP2
ENSG00000187801	1	40915774	40929390	68	25	614164	-0.029281	0.51168	ZFP69B
ENSG00000187815	1	40942887	40962015	59	15	617949	-1.3581	0.91279	ZFP69
ENSG00000164002	1	40974413	40982228	32	10	605706	-0.67869	0.75133	EXO5
ENSG00000117010	1	40997233	41013841	67	13	615883	-0.42058	0.66297	ZNF684
ENSG00000117016	1	41086351	41131329	161	32	614453	0.58384	0.27966	RIMS3
ENSG00000066136	1	41157320	41237275	261	25	614983	0.65776	0.25534	NFYC
ENSG00000117013	1	41249684	41306124	234	64	613957	0.74011	0.22962	KCNQ4
ENSG00000179862	1	41326729	41328018	10	4	620421	0.69369	0.24394	CITED4
ENSG00000171793	1	41445007	41478235	117	31	616637	0.93623	0.17458	CTPS1
ENSG00000171790	1	41481269	41488909	42	16	614885	2.4152	0.0078633	SLFNL1
ENSG00000010803	1	41492872	41707826	702	43	613682	1.6468	0.049798	SCMH1
ENSG00000204060	1	41827594	41849262	80	23	614333	0.55551	0.28927	FOXO6
ENSG00000127129	1	41944446	41950344	26	10	603476	-0.69616	0.75684	EDN2
ENSG00000127124	1	41972036	42501596	2019	103	608520	0.75526	0.22505	HIVEP3
ENSG00000044012	1	42619092	42621495	10	5	626130	0.39634	0.34593	GUCA2B
ENSG00000197273	1	42628362	42630389	7	4	597427	0.91503	0.18009	GUCA2A
ENSG00000198815	1	42642210	42801548	431	33	607952	2.3646	0.0090258	FOXJ3
ENSG00000177181	1	42846466	42888249	180	18	612362	1.2693	0.10216	RIMKLA
ENSG00000066185	1	42896000	42921938	108	15	615940	0.32548	0.37241	ZMYND12
ENSG00000127125	1	42921788	42939056	45	9	612893	0.39705	0.34566	PPCS
ENSG00000186409	1	42929001	43120335	718	35	618815	1.1696	0.12108	CCDC30
ENSG00000171960	1	43124096	43142429	45	15	612265	-0.24825	0.59803	PPIH
ENSG00000065978	1	43148098	43168020	56	23	600135	-0.19575	0.5776	YBX1
ENSG00000164007	1	43198764	43205925	26	10	613000	0.25048	0.40111	CLDN19
ENSG00000117385	1	43212006	43232755	69	26	609495	0.18528	0.4265	LEPRE1
ENSG00000164008	1	43232940	43263968	83	26	615199	0.29496	0.38401	C1orf50
ENSG00000177868	1	43272723	43282954	41	15	614118	-0.7684	0.77888	CCDC23
ENSG00000164010	1	43282795	43310660	78	28	608469	0.57535	0.28253	ERMAP
ENSG00000164011	1	43312280	43318148	13	7	600124	0.99334	0.16027	ZNF691
ENSG00000117394	1	43391052	43424530	158	28	617144	0.51314	0.30393	SLC2A1
ENSG00000186973	1	43610824	43622067	60	14	608831	0.94107	0.17333	FAM183A
ENSG00000117395	1	43629846	43736607	529	43	609586	0.70443	0.24058	EBNA1BP2
ENSG00000243710	1	43637820	43720029	413	45	611578	1.1095	0.13361	WDR65
ENSG00000179178	1	43735665	43739673	17	11	602516	0.06328	0.47477	TMEM125
ENSG00000253313	1	43747554	43751288	7	4	605584	-1.5909	0.94418	C1orf210
ENSG00000066056	1	43766664	43788779	44	11	606437	4.1485	1.6736e-05	TIE1
ENSG00000117400	1	43803478	43818443	25	10	590850	4.4161	5.0255e-06	MPL
ENSG00000117399	1	43824626	43828874	7	4	623271	2.6303	0.0042656	CDC20
ENSG00000066322	1	43829068	43833696	9	6	626458	3.602	0.00015791	ELOVL1
ENSG00000159479	1	43849588	43855479	8	5	607784	1.989	0.023353	MED8
ENSG00000198198	1	43855553	43918321	155	26	607982	4.6841	1.406e-06	SZT2
ENSG00000178922	1	43916824	43919660	14	8	586858	3.651	0.00013063	HYI
ENSG00000142949	1	43990858	44089343	417	37	598962	8.1192	2.346e-16	PTPRF
ENSG00000066135	1	44115829	44171186	147	39	600156	8.6136	3.5415e-18	KDM4A
ENSG00000126091	1	44171495	44396831	731	50	608197	6.8329	4.1618e-12	ST3GAL3
ENSG00000117407	1	44398992	44402913	14	7	623958	3.9288	4.2692e-05	ARTN
ENSG00000117408	1	44412611	44433694	40	9	610894	4.2427	1.1042e-05	IPO13
ENSG00000132768	1	44435672	44439041	5	2	608039	1.9792	0.023898	DPH2
ENSG00000117410	1	44440159	44443967	10	5	626130	3.5123	0.00022214	ATP6V0B
ENSG00000117411	1	44444615	44456840	32	13	610458	3.9186	4.4539e-05	B4GALT2
ENSG00000159214	1	44457031	44462200	13	6	617406	3.6721	0.00012027	CCDC24
ENSG00000196517	1	44457172	44497139	125	33	616409	3.89	5.0124e-05	SLC6A9
ENSG00000171872	1	44584522	44600812	72	22	616445	2.9048	0.0018375	KLF17
ENSG00000178028	1	44679127	44686353	19	11	612727	1.8526	0.031972	DMAP1
ENSG00000117419	1	44686742	44820932	355	38	606975	3.0987	0.00097183	ERI3
ENSG00000187147	1	44870866	45117396	955	138	612265	2.0999	0.017871	RNF220
ENSG00000126106	1	45100910	45140227	154	25	608578	1.5265	0.063448	TMEM53
ENSG00000198520	1	45140364	45191263	201	73	592096	-0.16885	0.56704	C1orf228
ENSG00000142945	1	45205490	45233439	103	25	611182	-0.90317	0.81678	KIF2C
ENSG00000142937	1	45240923	45244451	12	8	627242	1.4678	0.071075	RPS8
ENSG00000142959	1	45249257	45253377	6	3	578747	-0.24716	0.59761	BEST4
ENSG00000173846	1	45265897	45271662	19	8	616258	-0.95679	0.83066	PLK3
ENSG00000188396	1	45271585	45272957	8	5	586372	-0.53736	0.70449	TCTEX1D4
ENSG00000222009	1	45274154	45281257	28	12	603201	-1.3204	0.90664	BTBD19
ENSG00000117425	1	45285516	45308735	95	24	604518	-0.8728	0.80861	PTCH2
ENSG00000070785	1	45316450	45452282	519	27	613837	-0.38451	0.6497	EIF2B3
ENSG00000126107	1	45468212	45477001	39	12	606133	0.64771	0.25859	HECTD3
ENSG00000126088	1	45477819	45481247	14	8	600792	1.0187	0.15417	UROD
ENSG00000162415	1	45482071	45771881	773	42	607415	-0.90639	0.81763	ZSWIM5
ENSG00000186603	1	45792545	45794347	1	1	566086	0.12566	0.45	HPDL
ENSG00000132781	1	45794835	45806142	32	18	602119	1.0581	0.145	MUTYH
ENSG00000132773	1	45805342	45809647	10	7	601368	0.46134	0.32228	TOE1
ENSG00000070759	1	45809555	45956872	364	32	612350	1.1804	0.11893	TESK2
ENSG00000236624	1	45959538	45965751	21	8	599621	0.2452	0.40315	CCDC163P
ENSG00000132763	1	45965725	45976739	36	12	584014	1.2684	0.10233	MMACHC
ENSG00000117450	1	45976708	45988719	55	10	593943	0.55836	0.2883	PRDX1
ENSG00000117448	1	46016215	46035721	79	17	610883	1.2335	0.10869	AKR1A1
ENSG00000132780	1	46049518	46084566	140	18	611599	1.7046	0.044133	NASP
ENSG00000159588	1	46085716	46089729	13	4	618146	2.9568	0.0015541	CCDC17
ENSG00000159592	1	46092976	46153785	215	24	613343	3.259	0.00055908	GPBP1L1
ENSG00000159596	1	46152886	46160115	26	7	600616	2.9573	0.0015519	TMEM69
ENSG00000197429	1	46159996	46216322	184	21	604812	3.0409	0.0011795	IPP
ENSG00000086015	1	46252659	46501796	820	32	611859	2.8808	0.0019831	MAST2
ENSG00000117461	1	46505812	46642160	407	35	613007	3.1793	0.00073818	PIK3R3
ENSG00000117472	1	46640745	46651630	25	9	616790	1.6199	0.052626	TSPAN1
ENSG00000085998	1	46654354	46685977	73	21	611917	2.9895	0.0013972	POMGNT1
ENSG00000171357	1	46669006	46686933	38	19	615226	2.8072	0.002499	LURAP1
ENSG00000085999	1	46713360	46744145	71	31	598196	2.0632	0.019548	RAD54L
ENSG00000132128	1	46726868	46769280	84	38	597869	1.6828	0.046208	LRRC41
ENSG00000173660	1	46769303	46782448	30	14	613428	1.9884	0.023386	UQCRH
